n	65	Cap	20	r_mod	27
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	48.623	36.616	0.0	5.0	566.0	626.0
2	42.178	41.258	0.0	14.0	234.0	294.0
3	26.158	15.942	0.0	14.0	133.0	193.0
4	8.42	9.386	0.0	15.0	299.0	359.0
5	4.591	15.037	0.0	12.0	404.0	464.0
6	25.291	33.533	0.0	14.0	409.0	469.0
7	10.458	40.743	0.0	7.0	439.0	499.0
8	22.664	15.98	0.0	14.0	169.0	229.0
9	49.743	2.268	0.0	9.0	399.0	459.0
10	35.322	28.854	0.0	15.0	22.0	82.0
11	36.409	23.709	0.0	11.0	172.0	232.0
12	5.353	48.684	0.0	15.0	77.0	137.0
13	35.675	40.944	0.0	14.0	445.0	505.0
14	16.447	48.589	0.0	5.0	146.0	206.0
15	4.507	32.193	0.0	15.0	164.0	224.0
16	35.331	22.057	0.0	14.0	484.0	544.0
17	24.147	21.486	0.0	14.0	36.0	96.0
18	29.567	7.469	0.0	15.0	4.0	64.0
19	11.068	43.073	0.0	10.0	493.0	553.0
20	22.752	32.001	0.0	6.0	223.0	283.0
21	19.424	43.38	0.0	5.0	430.0	490.0
22	33.023	36.404	0.0	14.0	359.0	419.0
23	7.654	12.649	0.0	14.0	525.0	585.0
24	15.522	44.325	0.0	10.0	136.0	196.0
25	3.471	34.386	0.0	14.0	450.0	510.0
26	4.959	31.007	0.0	7.0	359.0	419.0
27	35.554	5.187	0.0	14.0	25.0	85.0
28	3.648	28.745	0.0	10.0	303.0	363.0
29	11.561	33.959	0.0	14.0	19.0	79.0
30	17.988	42.306	0.0	14.0	417.0	477.0
31	42.405	2.718	0.0	15.0	105.0	165.0
32	4.436	48.539	0.0	14.0	474.0	534.0
33	11.805	44.055	0.0	8.0	122.0	182.0
34	16.367	42.993	0.0	13.0	376.0	436.0
35	2.082	28.117	0.0	14.0	87.0	147.0
36	32.188	42.616	0.0	9.0	302.0	362.0
37	44.023	44.306	0.0	14.0	400.0	460.0
38	35.033	29.116	0.0	14.0	471.0	531.0
39	39.851	11.728	0.0	14.0	458.0	518.0
40	16.664	35.661	0.0	14.0	384.0	444.0
41	2.667	24.735	0.0	8.0	442.0	502.0
42	20.966	7.473	0.0	14.0	415.0	475.0
43	0.159	25.698	0.0	8.0	71.0	131.0
44	18.916	3.195	0.0	15.0	5.0	65.0
45	20.344	49.793	0.0	14.0	480.0	540.0
46	40.0	19.438	0.0	14.0	357.0	417.0
47	3.62	35.106	0.0	14.0	372.0	432.0
48	46.776	14.953	0.0	7.0	308.0	368.0
49	28.737	27.858	0.0	7.0	143.0	203.0
50	32.384	12.967	0.0	15.0	100.0	160.0
51	25.7	6.967	0.0	14.0	6.0	66.0
52	25.399	15.165	0.0	6.0	523.0	583.0
53	43.017	25.034	0.0	12.0	381.0	441.0
54	34.45	12.529	0.0	15.0	242.0	302.0
55	24.389	0.572	0.0	14.0	402.0	462.0
56	45.989	10.968	0.0	11.0	10.0	70.0
57	3.539	44.452	0.0	6.0	540.0	600.0
58	13.724	0.521	0.0	7.0	267.0	327.0
59	23.082	27.051	0.0	6.0	134.0	194.0
