n	10	Cap	20	r_mod	4
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	30.792	21.611	0.0	6.0	429.0	489.0
2	49.256	1.163	0.0	14.0	151.0	211.0
3	31.284	41.613	0.0	9.0	275.0	335.0
4	49.04	6.118	0.0	14.0	87.0	147.0
5	43.522	5.032	0.0	11.0	519.0	579.0
6	20.092	47.851	0.0	14.0	35.0	95.0
7	29.362	43.857	0.0	14.0	497.0	557.0
8	43.592	16.373	0.0	12.0	361.0	421.0
9	8.425	35.962	0.0	9.0	398.0	458.0
10	22.59	4.106	0.0	15.0	263.0	323.0
11	1.927	28.76	0.0	-6.0	458.0	518.0
12	40.713	20.398	0.0	-14.0	172.0	232.0
13	23.997	42.655	0.0	-9.0	282.0	342.0
14	4.641	41.602	0.0	-14.0	143.0	203.0
15	19.457	28.911	0.0	-11.0	552.0	612.0
16	49.712	41.703	0.0	-14.0	65.0	125.0
17	27.729	30.525	0.0	-14.0	510.0	570.0
18	29.411	35.205	0.0	-12.0	384.0	444.0
19	21.106	14.542	0.0	-9.0	422.0	482.0
20	6.231	27.622	0.0	-15.0	291.0	351.0
21	25.0	25.0	0.0	0.0	0.0	1000.0
