n	30	Cap	20	r_mod	14
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	30.792	21.611	0.0	6.0	429.0	489.0
2	49.256	1.163	0.0	14.0	151.0	211.0
3	31.284	41.613	0.0	9.0	275.0	335.0
4	49.04	6.118	0.0	14.0	87.0	147.0
5	43.522	5.032	0.0	11.0	519.0	579.0
6	20.092	47.851	0.0	14.0	35.0	95.0
7	29.362	43.857	0.0	14.0	497.0	557.0
8	43.592	16.373	0.0	12.0	361.0	421.0
9	8.425	35.962	0.0	9.0	398.0	458.0
10	22.59	4.106	0.0	15.0	263.0	323.0
11	23.546	22.74	0.0	14.0	14.0	74.0
12	24.54	28.941	0.0	7.0	319.0	379.0
13	10.773	6.48	0.0	15.0	329.0	389.0
14	8.468	49.652	0.0	7.0	139.0	199.0
15	29.079	18.591	0.0	7.0	43.0	103.0
16	6.213	8.965	0.0	6.0	66.0	126.0
17	30.165	32.199	0.0	14.0	450.0	510.0
18	36.175	39.439	0.0	15.0	286.0	346.0
19	21.201	19.103	0.0	15.0	320.0	380.0
20	33.213	8.867	0.0	14.0	205.0	265.0
21	5.536	0.01	0.0	15.0	43.0	103.0
22	20.402	32.033	0.0	12.0	327.0	387.0
23	41.624	36.164	0.0	5.0	236.0	296.0
24	6.121	13.83	0.0	14.0	15.0	75.0
25	2.914	17.905	0.0	14.0	202.0	262.0
26	29.446	23.643	0.0	5.0	101.0	161.0
27	33.206	23.665	0.0	12.0	559.0	619.0
28	43.95	8.239	0.0	14.0	126.0	186.0
29	0.877	35.499	0.0	13.0	354.0	414.0
30	16.035	8.88	0.0	14.0	445.0	505.0
31	1.927	28.76	0.0	-6.0	458.0	518.0
32	40.713	20.398	0.0	-14.0	172.0	232.0
33	23.997	42.655	0.0	-9.0	282.0	342.0
34	4.641	41.602	0.0	-14.0	143.0	203.0
35	19.457	28.911	0.0	-11.0	552.0	612.0
36	49.712	41.703	0.0	-14.0	65.0	125.0
37	27.729	30.525	0.0	-14.0	510.0	570.0
38	29.411	35.205	0.0	-12.0	384.0	444.0
39	21.106	14.542	0.0	-9.0	422.0	482.0
40	6.231	27.622	0.0	-15.0	291.0	351.0
41	5.233	21.397	0.0	-14.0	32.0	92.0
42	26.298	18.397	0.0	-7.0	329.0	389.0
43	0.415	27.147	0.0	-15.0	352.0	412.0
44	44.045	44.43	0.0	-7.0	174.0	234.0
45	31.177	33.186	0.0	-7.0	57.0	117.0
46	32.344	28.953	0.0	-6.0	98.0	158.0
47	28.282	9.106	0.0	-14.0	473.0	533.0
48	7.452	42.655	0.0	-15.0	314.0	374.0
49	43.067	20.853	0.0	-15.0	341.0	401.0
50	16.577	1.804	0.0	-14.0	223.0	283.0
51	5.976	14.501	0.0	-15.0	57.0	117.0
52	15.093	2.601	0.0	-12.0	356.0	416.0
53	10.374	31.063	0.0	-5.0	267.0	327.0
54	24.231	25.224	0.0	-14.0	36.0	96.0
55	28.297	11.78	0.0	-14.0	228.0	288.0
56	35.637	29.455	0.0	-5.0	109.0	169.0
57	20.539	15.239	0.0	-12.0	574.0	634.0
58	14.764	30.114	0.0	-14.0	162.0	222.0
59	1.947	14.707	0.0	-13.0	374.0	434.0
60	30.085	33.939	0.0	-14.0	473.0	533.0
61	25.0	25.0	0.0	0.0	0.0	1000.0
