n	20	Cap	15	r_mod	5
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	19.942	16.269	0.0	7.0	175.0	235.0
2	13.131	45.499	0.0	9.0	522.0	582.0
3	41.105	42.288	0.0	10.0	256.0	316.0
4	29.622	23.653	0.0	5.0	529.0	589.0
5	20.387	33.75	0.0	11.0	469.0	529.0
6	8.195	24.765	0.0	5.0	436.0	496.0
7	39.947	22.762	0.0	10.0	517.0	577.0
8	32.184	39.039	0.0	8.0	414.0	474.0
9	46.07	49.15	0.0	11.0	28.0	88.0
10	15.395	23.92	0.0	11.0	96.0	156.0
11	38.336	13.008	0.0	8.0	169.0	229.0
12	49.706	28.635	0.0	10.0	54.0	114.0
13	17.748	22.292	0.0	10.0	423.0	483.0
14	42.549	29.924	0.0	8.0	112.0	172.0
15	44.178	9.661	0.0	11.0	511.0	571.0
16	26.591	36.243	0.0	11.0	36.0	96.0
17	3.855	9.895	0.0	5.0	24.0	84.0
18	37.401	26.569	0.0	11.0	293.0	353.0
19	45.989	20.442	0.0	7.0	402.0	462.0
20	35.511	15.228	0.0	10.0	496.0	556.0
21	35.573	46.733	0.0	-7.0	209.0	269.0
22	36.158	11.897	0.0	-9.0	562.0	622.0
23	43.76	46.624	0.0	-10.0	261.0	321.0
24	13.387	36.048	0.0	-5.0	549.0	609.0
25	21.442	34.131	0.0	-11.0	470.0	530.0
26	4.515	24.464	0.0	-5.0	439.0	499.0
27	14.379	35.446	0.0	-10.0	545.0	605.0
28	17.381	24.472	0.0	-8.0	434.0	494.0
29	43.627	19.724	0.0	-11.0	57.0	117.0
30	0.062	49.145	0.0	-11.0	125.0	185.0
31	42.389	13.101	0.0	-8.0	173.0	233.0
32	6.799	22.468	0.0	-10.0	97.0	157.0
33	24.429	6.787	0.0	-10.0	439.0	499.0
34	44.972	41.699	0.0	-8.0	124.0	184.0
35	30.09	18.098	0.0	-11.0	527.0	587.0
36	17.571	39.599	0.0	-11.0	45.0	105.0
37	30.378	32.49	0.0	-5.0	58.0	118.0
38	20.594	9.692	0.0	-11.0	316.0	376.0
39	19.93	25.913	0.0	-7.0	428.0	488.0
40	5.808	45.172	0.0	-10.0	538.0	598.0
41	25.0	25.0	0.0	0.0	0.0	1000.0
