n	60	Cap	20	r_mod	13
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	45.479	47.35	0.0	9.0	200.0	320.0
2	14.637	2.649	0.0	5.0	40.0	160.0
3	31.784	39.682	0.0	15.0	448.0	568.0
4	22.594	49.458	0.0	14.0	13.0	133.0
5	1.279	7.844	0.0	10.0	559.0	679.0
6	49.591	5.129	0.0	14.0	207.0	327.0
7	14.9	8.658	0.0	6.0	114.0	234.0
8	21.227	46.868	0.0	14.0	364.0	484.0
9	0.401	2.882	0.0	7.0	29.0	149.0
10	0.992	42.377	0.0	9.0	112.0	232.0
11	8.671	23.026	0.0	8.0	235.0	355.0
12	32.845	31.582	0.0	14.0	409.0	529.0
13	1.221	19.986	0.0	12.0	146.0	266.0
14	30.561	28.302	0.0	12.0	434.0	554.0
15	36.089	46.41	0.0	15.0	107.0	227.0
16	38.427	21.803	0.0	7.0	367.0	487.0
17	31.439	5.571	0.0	14.0	559.0	679.0
18	47.912	10.565	0.0	14.0	402.0	522.0
19	30.745	9.007	0.0	14.0	386.0	506.0
20	45.764	8.559	0.0	7.0	480.0	600.0
21	1.486	35.445	0.0	7.0	464.0	584.0
22	4.525	31.446	0.0	6.0	138.0	258.0
23	7.55	44.519	0.0	11.0	283.0	403.0
24	2.7	35.55	0.0	7.0	326.0	446.0
25	44.995	10.117	0.0	14.0	211.0	331.0
26	46.221	16.131	0.0	11.0	289.0	409.0
27	23.69	14.918	0.0	15.0	212.0	332.0
28	17.508	19.095	0.0	8.0	435.0	555.0
29	36.781	37.726	0.0	13.0	532.0	652.0
30	2.119	0.96	0.0	12.0	550.0	670.0
31	31.146	45.793	0.0	5.0	203.0	323.0
32	22.081	43.214	0.0	15.0	347.0	467.0
33	5.049	22.902	0.0	8.0	385.0	505.0
34	12.182	49.069	0.0	11.0	284.0	404.0
35	46.369	46.347	0.0	15.0	242.0	362.0
36	44.962	41.95	0.0	9.0	508.0	628.0
37	7.997	20.798	0.0	12.0	24.0	144.0
38	30.495	1.115	0.0	5.0	143.0	263.0
39	38.031	9.776	0.0	9.0	335.0	455.0
40	12.311	1.997	0.0	7.0	431.0	551.0
41	29.696	1.954	0.0	14.0	167.0	287.0
42	16.175	49.689	0.0	5.0	250.0	370.0
43	39.175	48.552	0.0	15.0	585.0	705.0
44	2.346	12.934	0.0	8.0	302.0	422.0
45	41.948	35.684	0.0	15.0	493.0	613.0
46	30.347	44.421	0.0	15.0	427.0	547.0
47	47.082	37.63	0.0	15.0	465.0	585.0
48	18.368	21.754	0.0	10.0	88.0	208.0
49	16.572	31.196	0.0	14.0	502.0	622.0
50	5.631	15.182	0.0	10.0	534.0	654.0
51	33.886	8.492	0.0	14.0	480.0	600.0
52	15.334	40.966	0.0	12.0	305.0	425.0
53	42.409	2.736	0.0	7.0	217.0	337.0
54	21.622	36.607	0.0	6.0	190.0	310.0
55	44.851	39.016	0.0	5.0	56.0	176.0
56	7.022	1.61	0.0	9.0	345.0	465.0
57	7.156	6.237	0.0	15.0	319.0	439.0
58	25.385	19.855	0.0	14.0	328.0	448.0
59	46.62	2.253	0.0	8.0	68.0	188.0
60	0.064	15.867	0.0	10.0	193.0	313.0
61	5.293	33.895	0.0	-9.0	242.0	362.0
62	39.612	41.714	0.0	-5.0	86.0	206.0
63	37.15	7.767	0.0	-15.0	480.0	600.0
64	20.41	42.96	0.0	-14.0	19.0	139.0
65	39.731	3.207	0.0	-10.0	597.0	717.0
66	13.064	46.942	0.0	-14.0	262.0	382.0
67	11.596	17.549	0.0	-6.0	123.0	243.0
68	35.094	10.91	0.0	-14.0	402.0	522.0
69	15.455	49.859	0.0	-7.0	78.0	198.0
70	9.693	8.836	0.0	-9.0	146.0	266.0
71	12.492	13.799	0.0	-8.0	244.0	364.0
72	24.334	41.503	0.0	-14.0	422.0	542.0
73	13.111	48.089	0.0	-12.0	176.0	296.0
74	24.422	33.443	0.0	-12.0	442.0	562.0
75	25.272	28.466	0.0	-15.0	127.0	247.0
76	42.778	11.453	0.0	-7.0	378.0	498.0
77	39.423	13.02	0.0	-14.0	569.0	689.0
78	32.147	17.898	0.0	-14.0	419.0	539.0
79	10.796	9.047	0.0	-14.0	405.0	525.0
80	30.328	42.175	0.0	-7.0	516.0	636.0
81	47.221	23.289	0.0	-7.0	511.0	631.0
82	40.113	10.096	0.0	-6.0	179.0	299.0
83	1.045	18.115	0.0	-11.0	310.0	430.0
84	49.688	11.707	0.0	-7.0	378.0	498.0
85	4.499	3.554	0.0	-14.0	252.0	372.0
86	48.159	31.667	0.0	-11.0	304.0	424.0
87	25.973	5.136	0.0	-15.0	222.0	342.0
88	43.619	12.027	0.0	-8.0	462.0	582.0
89	14.434	22.33	0.0	-13.0	559.0	679.0
90	21.136	12.236	0.0	-12.0	572.0	692.0
91	20.912	47.276	0.0	-5.0	213.0	333.0
92	26.269	36.998	0.0	-15.0	354.0	474.0
93	48.913	24.144	0.0	-8.0	428.0	548.0
94	47.721	49.908	0.0	-11.0	319.0	439.0
95	22.17	47.329	0.0	-15.0	266.0	386.0
96	15.551	40.756	0.0	-9.0	537.0	657.0
97	34.908	1.211	0.0	-12.0	57.0	177.0
98	26.956	3.396	0.0	-5.0	147.0	267.0
99	13.282	37.101	0.0	-9.0	371.0	491.0
100	9.559	8.658	0.0	-7.0	438.0	558.0
101	1.85	21.646	0.0	-14.0	201.0	321.0
102	0.603	36.973	0.0	-5.0	270.0	390.0
103	32.309	40.291	0.0	-15.0	595.0	715.0
104	23.737	12.122	0.0	-8.0	323.0	443.0
105	23.149	43.945	0.0	-15.0	513.0	633.0
106	11.503	32.301	0.0	-15.0	449.0	569.0
107	49.325	46.771	0.0	-15.0	474.0	594.0
108	25.472	16.92	0.0	-10.0	96.0	216.0
109	18.109	29.506	0.0	-14.0	504.0	624.0
110	22.179	41.315	0.0	-10.0	564.0	684.0
111	46.471	28.307	0.0	-14.0	503.0	623.0
112	25.854	2.965	0.0	-12.0	344.0	464.0
113	40.993	14.163	0.0	-7.0	228.0	348.0
114	24.485	2.818	0.0	-6.0	223.0	343.0
115	9.622	10.033	0.0	-5.0	101.0	221.0
116	34.823	15.514	0.0	-9.0	376.0	496.0
117	28.464	48.122	0.0	-15.0	365.0	485.0
118	23.838	28.121	0.0	-14.0	336.0	456.0
119	9.624	33.227	0.0	-8.0	116.0	236.0
120	7.292	39.08	0.0	-10.0	217.0	337.0
121	25.0	25.0	0.0	0.0	0.0	1000.0
