n	75	Cap	20	r_mod	24
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	13.444	12.484	0.0	15.0	325.0	445.0
2	7.732	17.946	0.0	13.0	140.0	260.0
3	1.886	39.326	0.0	11.0	313.0	433.0
4	7.281	3.214	0.0	15.0	229.0	349.0
5	37.773	43.593	0.0	12.0	188.0	308.0
6	30.4	16.924	0.0	15.0	30.0	150.0
7	21.894	7.184	0.0	9.0	380.0	500.0
8	1.652	48.851	0.0	12.0	219.0	339.0
9	18.78	47.577	0.0	14.0	375.0	495.0
10	41.875	21.886	0.0	9.0	515.0	635.0
11	1.341	30.599	0.0	15.0	184.0	304.0
12	20.934	10.378	0.0	14.0	290.0	410.0
13	12.017	41.752	0.0	14.0	160.0	280.0
14	29.653	43.851	0.0	15.0	364.0	484.0
15	10.043	7.387	0.0	8.0	240.0	360.0
16	26.449	15.081	0.0	14.0	23.0	143.0
17	23.67	10.838	0.0	13.0	107.0	227.0
18	9.171	9.818	0.0	5.0	12.0	132.0
19	15.083	11.187	0.0	7.0	505.0	625.0
20	40.666	17.2	0.0	14.0	298.0	418.0
21	19.088	37.366	0.0	15.0	194.0	314.0
22	36.182	16.337	0.0	14.0	495.0	615.0
23	6.521	34.495	0.0	5.0	411.0	531.0
24	17.453	16.059	0.0	13.0	280.0	400.0
25	21.896	41.779	0.0	9.0	493.0	613.0
26	15.708	17.849	0.0	10.0	13.0	133.0
27	19.459	8.134	0.0	5.0	558.0	678.0
28	30.204	49.357	0.0	12.0	5.0	125.0
29	0.15	16.678	0.0	11.0	467.0	587.0
30	40.107	7.616	0.0	14.0	247.0	367.0
31	23.476	4.414	0.0	14.0	239.0	359.0
32	42.481	24.819	0.0	6.0	284.0	404.0
33	49.775	31.966	0.0	14.0	59.0	179.0
34	49.607	45.765	0.0	9.0	171.0	291.0
35	8.099	6.193	0.0	14.0	430.0	550.0
36	37.186	32.419	0.0	5.0	360.0	480.0
37	13.126	49.961	0.0	14.0	48.0	168.0
38	13.077	38.76	0.0	14.0	430.0	550.0
39	0.182	37.313	0.0	8.0	31.0	151.0
40	10.978	8.543	0.0	15.0	542.0	662.0
41	3.623	7.128	0.0	9.0	107.0	227.0
42	17.502	4.32	0.0	9.0	581.0	701.0
43	21.721	44.999	0.0	12.0	444.0	564.0
44	48.442	33.325	0.0	10.0	499.0	619.0
45	38.63	11.926	0.0	14.0	518.0	638.0
46	43.27	17.242	0.0	15.0	350.0	470.0
47	9.881	6.07	0.0	11.0	235.0	355.0
48	13.973	46.991	0.0	6.0	210.0	330.0
49	48.33	41.257	0.0	15.0	104.0	224.0
50	25.231	38.577	0.0	12.0	417.0	537.0
51	33.148	34.842	0.0	10.0	233.0	353.0
52	30.483	24.316	0.0	14.0	531.0	651.0
53	6.545	37.94	0.0	9.0	464.0	584.0
54	22.569	42.689	0.0	14.0	342.0	462.0
55	23.254	6.023	0.0	6.0	345.0	465.0
56	46.729	45.603	0.0	14.0	145.0	265.0
57	2.399	39.13	0.0	7.0	347.0	467.0
58	21.983	34.912	0.0	10.0	559.0	679.0
59	1.016	10.94	0.0	6.0	52.0	172.0
60	23.746	23.838	0.0	14.0	356.0	476.0
61	8.946	19.429	0.0	10.0	104.0	224.0
62	16.975	29.432	0.0	14.0	417.0	537.0
63	36.14	49.567	0.0	13.0	186.0	306.0
64	19.813	5.888	0.0	12.0	105.0	225.0
65	35.526	35.683	0.0	13.0	274.0	394.0
66	39.423	9.125	0.0	14.0	307.0	427.0
67	18.041	44.837	0.0	8.0	477.0	597.0
68	33.699	8.364	0.0	11.0	411.0	531.0
69	49.71	14.737	0.0	11.0	435.0	555.0
70	14.756	33.282	0.0	9.0	104.0	224.0
71	24.479	44.055	0.0	9.0	386.0	506.0
72	9.385	39.847	0.0	14.0	26.0	146.0
73	44.831	0.965	0.0	14.0	234.0	354.0
74	39.237	10.139	0.0	5.0	359.0	479.0
75	41.11	36.157	0.0	10.0	14.0	134.0
76	1.051	49.946	0.0	-15.0	364.0	484.0
77	4.516	20.988	0.0	-13.0	144.0	264.0
78	14.952	5.779	0.0	-11.0	349.0	469.0
79	28.792	8.192	0.0	-15.0	251.0	371.0
80	39.073	37.992	0.0	-12.0	193.0	313.0
81	36.078	42.884	0.0	-15.0	56.0	176.0
82	43.756	39.839	0.0	-9.0	419.0	539.0
83	16.63	40.978	0.0	-12.0	235.0	355.0
84	29.69	21.994	0.0	-14.0	402.0	522.0
85	25.655	35.468	0.0	-9.0	536.0	656.0
86	44.047	18.265	0.0	-15.0	228.0	348.0
87	8.825	28.118	0.0	-14.0	311.0	431.0
88	0.316	10.868	0.0	-14.0	193.0	313.0
89	10.074	27.23	0.0	-15.0	389.0	509.0
90	23.944	31.929	0.0	-8.0	268.0	388.0
91	10.754	7.048	0.0	-14.0	40.0	160.0
92	49.952	34.049	0.0	-13.0	142.0	262.0
93	40.087	0.922	0.0	-5.0	44.0	164.0
94	30.608	8.934	0.0	-7.0	520.0	640.0
95	17.882	48.053	0.0	-14.0	336.0	456.0
96	26.26	34.169	0.0	-15.0	201.0	321.0
97	6.977	47.019	0.0	-14.0	537.0	657.0
98	0.197	16.34	0.0	-5.0	430.0	550.0
99	16.202	28.64	0.0	-13.0	292.0	412.0
100	15.802	39.096	0.0	-9.0	499.0	619.0
101	32.943	3.075	0.0	-10.0	35.0	155.0
102	3.293	35.797	0.0	-5.0	590.0	710.0
103	6.834	14.7	0.0	-12.0	46.0	166.0
104	40.626	16.209	0.0	-11.0	507.0	627.0
105	41.162	31.886	0.0	-14.0	271.0	391.0
106	45.967	41.325	0.0	-14.0	282.0	402.0
107	18.501	0.615	0.0	-6.0	318.0	438.0
108	34.502	49.132	0.0	-14.0	81.0	201.0
109	49.352	16.285	0.0	-9.0	200.0	320.0
110	5.668	15.715	0.0	-14.0	439.0	559.0
111	11.03	41.6	0.0	-5.0	387.0	507.0
112	44.837	37.945	0.0	-14.0	81.0	201.0
113	45.227	45.043	0.0	-14.0	462.0	582.0
114	43.966	45.947	0.0	-8.0	75.0	195.0
115	18.35	17.172	0.0	-15.0	553.0	673.0
116	21.251	36.042	0.0	-9.0	140.0	260.0
117	25.977	17.463	0.0	-9.0	596.0	716.0
118	26.999	10.481	0.0	-12.0	478.0	598.0
119	22.224	35.756	0.0	-10.0	525.0	645.0
120	29.149	47.173	0.0	-14.0	554.0	674.0
121	49.944	0.398	0.0	-15.0	368.0	488.0
122	3.488	14.201	0.0	-11.0	245.0	365.0
123	42.672	8.972	0.0	-6.0	257.0	377.0
124	1.596	31.655	0.0	-15.0	151.0	271.0
125	25.982	37.157	0.0	-12.0	418.0	538.0
126	16.425	0.39	0.0	-10.0	271.0	391.0
127	26.704	36.553	0.0	-14.0	543.0	663.0
128	4.877	3.536	0.0	-9.0	498.0	618.0
129	12.179	13.826	0.0	-14.0	372.0	492.0
130	19.064	11.831	0.0	-6.0	352.0	472.0
131	39.37	31.571	0.0	-14.0	160.0	280.0
132	20.243	26.716	0.0	-7.0	368.0	488.0
133	13.34	9.923	0.0	-10.0	585.0	705.0
134	39.445	43.705	0.0	-6.0	102.0	222.0
135	26.525	29.768	0.0	-14.0	362.0	482.0
136	35.085	4.549	0.0	-10.0	134.0	254.0
137	19.056	6.105	0.0	-14.0	440.0	560.0
138	17.755	21.052	0.0	-13.0	219.0	339.0
139	28.694	30.752	0.0	-12.0	131.0	251.0
140	46.145	9.364	0.0	-13.0	302.0	422.0
141	34.859	8.852	0.0	-14.0	311.0	431.0
142	6.384	47.472	0.0	-8.0	488.0	608.0
143	48.629	33.267	0.0	-11.0	440.0	560.0
144	39.494	5.598	0.0	-11.0	448.0	568.0
145	5.772	0.439	0.0	-9.0	138.0	258.0
146	4.559	33.603	0.0	-9.0	408.0	528.0
147	31.452	4.222	0.0	-14.0	67.0	187.0
148	12.623	3.195	0.0	-14.0	266.0	386.0
149	45.6	3.974	0.0	-5.0	367.0	487.0
150	15.955	24.392	0.0	-10.0	41.0	161.0
151	25.0	25.0	0.0	0.0	0.0	1000.0
