n	20	Cap	15	r_mod	8
0	25.0	25.0	0.0	0.0	0.0	1000.0
1	34.548	16.947	0.0	9.0	527.0	647.0
2	28.402	46.895	0.0	10.0	143.0	263.0
3	16.459	40.222	0.0	10.0	144.0	264.0
4	2.98	41.789	0.0	11.0	154.0	274.0
5	27.881	11.25	0.0	11.0	203.0	323.0
6	12.338	31.567	0.0	10.0	22.0	142.0
7	24.993	36.846	0.0	6.0	137.0	257.0
8	34.128	43.463	0.0	11.0	411.0	531.0
9	37.055	14.494	0.0	10.0	510.0	630.0
10	42.347	34.9	0.0	11.0	193.0	313.0
11	21.314	35.006	0.0	10.0	325.0	445.0
12	4.802	1.609	0.0	10.0	80.0	200.0
13	3.391	29.245	0.0	11.0	149.0	269.0
14	32.467	49.455	0.0	10.0	272.0	392.0
15	40.532	24.883	0.0	10.0	115.0	235.0
16	43.111	6.773	0.0	8.0	374.0	494.0
17	7.223	34.563	0.0	8.0	89.0	209.0
18	16.03	15.249	0.0	8.0	535.0	655.0
19	8.135	15.82	0.0	10.0	151.0	271.0
20	30.819	3.48	0.0	7.0	560.0	680.0
21	13.85	26.773	0.0	-9.0	549.0	669.0
22	34.924	33.086	0.0	-10.0	158.0	278.0
23	31.72	11.567	0.0	-10.0	176.0	296.0
24	28.881	37.179	0.0	-11.0	180.0	300.0
25	41.328	33.122	0.0	-11.0	228.0	348.0
26	17.327	29.285	0.0	-10.0	27.0	147.0
27	22.503	21.888	0.0	-6.0	152.0	272.0
28	22.048	24.351	0.0	-11.0	433.0	553.0
29	36.595	28.844	0.0	-10.0	524.0	644.0
30	1.654	3.597	0.0	-11.0	244.0	364.0
31	47.114	2.88	0.0	-10.0	366.0	486.0
32	1.391	41.648	0.0	-10.0	120.0	240.0
33	7.407	46.855	0.0	-11.0	167.0	287.0
34	18.813	46.961	0.0	-10.0	285.0	405.0
35	40.003	25.432	0.0	-10.0	115.0	235.0
36	14.914	28.117	0.0	-8.0	409.0	529.0
37	22.596	8.832	0.0	-8.0	118.0	238.0
38	17.636	45.275	0.0	-8.0	565.0	685.0
39	46.958	7.59	0.0	-10.0	190.0	310.0
40	34.451	5.703	0.0	-7.0	564.0	684.0
41	25.0	25.0	0.0	0.0	0.0	1000.0
